,music,singer,music_id,release_date,category,music_like,comment_count
0,Dancing Queen,소녀시대,3994911,2013.01.01,댄스,21566,36
1,사랑은 이렇게,케이윌,3995922,2012.12.22,"발라드, 국내드라마",9927,11
2,숲,이승기,3968836,2012.11.22,발라드,155630,361
3,카페인,양요섭,3971021,2012.11.26,발라드,80677,205
4,매력있어,AKMU,3987723,2012.12.12,포크/블루스,38280,36
5,크리스마스니까,"성시경,박효신,이석훈,서인국,빅스",3973781,2012.12.06,발라드,162004,661
6,Goodbye To Romance,써니힐,3986978,2012.12.14,발라드,72387,278
7,Don`t Go,디셈버,3994075,2012.12.20,발라드,6583,10
8,Thank U For,XIA,3996293,2012.12.24,발라드,20535,78
9,"Officially Missing You, Too","긱스,소유",3946867,2012.11.01,발라드,108329,76
10,하지 못한 말,노을,3953192,2012.11.06,발라드,91764,124
11,반창꼬,노을,3986186,2012.12.11,발라드,31506,30
12,Talk That,시크릿,3976699,2012.12.04,댄스,11959,23
13,나쁜 사람,주니엘,3983239,2012.12.10,발라드,14129,15
14,키다리 아저씨,백아연,3989869,2012.12.15,"발라드, 국내드라마",13039,9
15,혼자라고 생각말기,김보경,4021259,2013.01.28,발라드,41759,89
16,다리꼬지마,AKMU,3970899,2012.11.25,포크/블루스,41645,49
17,눈물나게 아름다운,"조권,니엘,지오,양요섭,우현",3995040,2012.12.21,랩/힙합,7297,4
18,하얀 겨울,"김범수,박정현",3976916,2012.11.30,발라드,21461,34
19,하얀 설레임,"케이윌,소유,정민",3975504,2012.11.29,댄스,18668,28
20,"1,2,3,4",이하이,3946768,2012.10.29,R&B/Soul,74601,77
21,보여줄게,에일리,3929469,2012.10.16,댄스,98344,123
22,안아보자,제아,4000530,2013.01.04,R&B/Soul,12506,11
23,서랍정리,빅마마,3995016,2012.12.27,발라드,2692,7
24,다 잊었니,투빅,3999236,2012.12.27,발라드,7065,5
25,회상,김종국,3995096,2012.12.21,발라드,2923,1
26,Yesterday,"정진운,엘조,이준,호야,이기광",3999213,2012.12.27,댄스,15518,33
27,썸데이,더원,3996324,2012.12.23,발라드,21467,21
28,힐링이 필요해,로이킴,3964483,2012.11.19,록/메탈,37761,49
29,다 예뻐,"한선화,영재",3999217,2012.12.27,발라드,14769,33
30,먼지가 되어,"로이킴,정준영",3928293,2012.10.15,록/메탈,60110,168
31,인어공주,"강지영,보라,한선화,허가윤,리지",3997737,2012.12.26,댄스,20467,147
32,이러지마 제발,케이윌,3922071,2012.10.11,발라드,80786,142
33,휘파람,로이킴,3936237,2012.10.22,발라드,53094,62
34,사랑이 다른 사랑으로 잊혀지네,하림,1589050,2004.04.09,발라드,69767,137
35,귀여워,"별,권정열",3940533,2012.10.24,발라드,49757,38
36,백야,넬,3978258,2012.12.03,록/메탈,23536,27
37,One Day More,LesMiserablesCast,3996819,2012.01.01,국외영화,14887,26
38,바람기억,나얼,3910821,2012.09.20,R&B/Soul,213193,221
39,All For You,"정은지,서인국",3890826,2012.08.28,발라드,176256,195
40,스쳐간다,로이킴,3972199,2012.11.27,발라드,23408,40
41,Beautiful Day,"지나,산체스",3987981,2012.12.13,댄스,7485,5
42,있기 없기,Dal★Shabet,3991037,2012.12.18,발라드,4253,6
43,허수아비,이하이,3968900,2012.11.22,발라드,39951,43
44,인연,소향,3990669,2012.12.16,발라드,10396,17
45,남자 없이 잘 살아,MissA,3953475,2012.11.12,댄스,11331,32
46,If You Love Me,NSYoonG,3988048,2012.12.13,댄스,11860,23
47,Ice Cream,현아,3935594,2012.10.21,댄스,19425,33
48,똑같은 사랑 똑같은 이별,어반자카파,3940755,2012.10.30,발라드,47318,20
49,Young Girls,BrunoMars,3986045,2012.12.07,R&B/Soul,15606,11
50,피어나,가인,3911750,2012.10.05,댄스,65583,119
51,그 자리에 있어,스탠딩에그,3994704,2012.12.21,"발라드, 인디음악",13069,15
52,오늘 뭐해?,헬로비너스,3987108,2012.12.12,댄스,9255,33
53,From Mark,하동균,3990947,2012.12.17,발라드,19349,37
54,슬픈 인연,이은미,3996321,2012.12.23,발라드,1357,2
55,사랑한다는 말,이승기,33129716,2020.12.10,발라드,3997,29
56,닐리리맘보,블락비,3928713,2012.10.17,댄스,57598,113
57,말리꽃,이정,3928194,2012.10.14,발라드,24631,18
58,눈물 같은 사람,최강창민,3992531,2012.12.18,"발라드, 국내드라마",4423,19
59,독약,더씨야,3982256,2012.12.06,발라드,9399,18
60,노스텔지아,가인,3976806,2012.11.30,발라드,25666,50
61,쩔어,뚱스,3971070,2012.11.26,랩/힙합,8373,23
62,니 얼굴 떠올라,별,3980980,2012.12.05,발라드,11344,14
63,I Dreamed A Dream,AnneHathaway,3996810,2012.01.01,국외영화,15568,23
64,천국이니까,엠블랙,3997781,2012.12.26,"발라드, 국내드라마",1425,2
65,Tears Always Win,AliciaKeys,3971177,2012.11.26,R&B/Soul,20976,14
66,멀어질까봐,CClown,3962253,2012.11.15,댄스,3617,24
67,사랑하면 안돼요,이석훈,3987106,2012.12.12,"발라드, 국내드라마",3970,4
68,I Need You,"허각,지아",3884575,2012.08.21,발라드,114118,86
69,Happy Brand New Year,"버벌진트,팬텀,애즈원,미스에스,스윙스,앤썬,범키",3053259,2010.12.09,댄스,170810,1082
70,춥다,에픽하이,3922586,2012.10.19,랩/힙합,68372,125
71,저녁 하늘,에일리,3929471,2012.10.16,발라드,176993,328
72,눈물이 툭,지아,3963395,2012.11.16,발라드,10512,6
73,응급실,정준영,3957743,2012.11.12,발라드,18793,31
74,나를 잊지마요,걸스데이,3939070,2012.10.26,댄스,22560,92
75,사랑은 눈꽃처럼,XIA,3914860,2012.09.26,"발라드, 국내드라마",65740,203
76,립스틱,오렌지캬라멜,3903316,2012.09.12,댄스,32985,54
77,Call Me Maybe,CarlyRaeJepsen,3906383,2012.09.15,랩/힙합,117891,332
78,아프지마,이루,4000627,2012.12.28,댄스,1504,3
79,크레용,GDragon,3906377,2012.09.15,랩/힙합,59952,161
80,Officially Missing You,긱스,3170749,2011.03.09,랩/힙합,177624,489
81,강남스타일,싸이,3853978,2012.07.15,랩/힙합,127523,250
82,On My Own,SamanthaBarks,3996818,2012.01.01,국외영화,13495,24
83,사랑해 봤니,이정,3966937,2012.11.21,발라드,8271,7
84,난리Good!!!,개코,3987009,2012.12.12,랩/힙합,11787,9
85,독,프라이머리,3940613,2012.10.31,랩/힙합,106558,657
86,사랑아,더원,1631371,2007.05.07,국내드라마,34744,52
87,함께라면,클래지콰이,4022598,2013.02.05,일렉트로니카,3345,2
88,I Got A Boy,소녀시대,4001331,2013.01.01,댄스,57621,230
89,싫다,백지영,4000640,2013.01.03,발라드,18558,16
90,일년전에,"장현승,정은지,김남주",4047075,2013.03.04,발라드,3320,4
91,Express 999,소녀시대,4001335,2013.01.01,댄스,22626,185
92,Baby Maybe,소녀시대,4001332,2013.01.01,댄스,7928,27
93,말해봐,소녀시대,2203097,2009.06.25,댄스,39342,185
94,유리아이,소녀시대,4001336,2013.01.01,발라드,14450,51
95,Promise,소녀시대,4001334,2013.01.01,발라드,6675,15
96,낭만길,소녀시대,4001339,2013.01.01,발라드,7779,23
97,300원짜리 커피,소울스타,4001753,2013.01.02,발라드,9507,7
98,Look At Me,소녀시대,4001337,2013.01.01,댄스,4161,5
99,XYZ,소녀시대,4001338,2013.01.01,댄스,4385,7
100,Spectrum,SMThePerformance,3920056,2012.10.08,일렉트로니카,4657,1
101,그대가 잠든 사이,제아,4003254,2013.01.04,R&B/Soul,6324,18
102,You Raise Me Up,더원,4001550,2012.12.30,발라드,1901,3
103,I Like That,Glam,4295575,2013.10.28,록/메탈,4,0
104,나만 몰랐던 이야기,이은미,4001552,2012.12.30,발라드,3492,5
105,Open Arms,"한동근,소울슈프림",4001330,2012.12.28,발라드,1243,0
106,강북멋쟁이,정형돈,4004021,2013.01.05,댄스,39681,93
107,떨어진다 눈물이,왁스,3947816,2012.10.30,"발라드, 국내드라마",12430,8
108,Gangsta Boy,유키스,3999599,2012.12.28,댄스,513,1
109,메뚜기월드,유재석,4004026,2013.01.05,댄스,14621,108
110,시작이 좋아,버벌진트,4004361,2013.01.07,랩/힙합,38971,71
111,섹시 보이,하하,4004024,2013.01.05,댄스,9459,28
112,엄마를 닮았네,길,4004023,2013.01.05,댄스,5935,20
113,사랑해요,정준하,4004025,2013.01.05,댄스,5843,24
114,Fly High,인피니트H,4009751,2013.01.11,랩/힙합,46923,128
115,One Kiss,김재중,4005910,2013.01.08,록/메탈,6779,63
116,노가르시아,노홍철,4004022,2013.01.05,댄스,4453,27
117,슬픈약속,스피드,4004322,2013.01.07,발라드,4401,9
118,니가 없을 때,인피니트H,4009752,2013.01.11,랩/힙합,23132,29
119,못해,인피니트H,4009753,2013.01.11,랩/힙합,19008,23
120,친구 아닌 남자로,이석훈,4015175,2013.01.18,발라드,9204,37
121,돈 들어오면,양요섭,4006345,2013.01.08,댄스,9594,30
122,Victorious Way,인피니트H,4009750,2013.01.11,랩/힙합,11999,13
123,믿어선 안될 말,넬,1656985,2007.06.25,록/메탈,6472,25
124,이기적이야,알리,4009777,2013.01.11,댄스,1835,1
125,그만 아파하자,멜로디데이,4002699,2013.01.04,"발라드, 국내드라마",1443,1
126,아이야,보이프렌드,4008965,2013.01.10,댄스,4093,15
127,예쁘다,에어플레인,4001853,2013.01.04,발라드,3140,8
128,사랑의 역사,윤종신,4008991,2013.01.10,발라드,5715,16
129,눈물샤워,배치기,4011596,2013.01.14,랩/힙합,84226,78
130,I’m Sorry,씨엔블루,4011608,2013.01.14,록/메탈,31789,45
131,Mine,김재중,4013575,2013.01.17,록/메탈,5695,17
132,빗소리,BAP,4012610,2013.01.15,랩/힙합,13002,37
133,행복하니,배치기,4011597,2013.01.14,랩/힙합,15644,11
134,다칠 준비가 돼 있어,빅스,4014340,2013.01.17,댄스,27329,119
135,24/7,포미닛투윤,4014268,2013.01.17,댄스,12176,46
136,소풍,소지섭,4013159,2013.01.23,랩/힙합,6346,13
137,You ＆ I,먼데이키즈,4014352,2013.01.17,발라드,11379,12
138,걱정마쇼,배치기,4011598,2013.01.14,랩/힙합,6607,15
139,나 그대보다,씨엔블루,4011610,2013.01.14,록/메탈,3462,7
140,It`s Over,스피드,4012509,2013.01.15,댄스,3034,17
141,청개구리,김보경,4012539,2013.01.15,발라드,8669,26
142,태양 아래서,배치기,4011594,2013.01.14,랩/힙합,3917,10
143,Coffee Shop,씨엔블루,4011609,2013.01.14,록/메탈,3773,18
144,아홉수,배치기,4011595,2013.01.14,랩/힙합,6544,15
145,나란 남자,씨엔블루,4011611,2013.01.14,록/메탈,2722,4
146,이별재회,프리스타일,4012921,2013.01.16,랩/힙합,3946,5
147,라라라,씨엔블루,4011612,2013.01.14,록/메탈,3046,7
148,지혈,옥주현,4046306,2013.02.28,발라드,387,1
149,Suit & Tie,JustinTimberlake,4014292,2013.01.17,발라드,8825,18
150,밤하늘의 별을 4,"양정승,푸름,진영",4009437,2013.01.11,발라드,10766,29
151,이별이 싫다,김동희,4009609,2013.01.11,발라드,1138,0
152,봄이 찾아 오겠죠,별,4012095,2013.01.15,발라드,1484,5
153,사랑은 언제나 목마르다,유미,111615,2002.02.05,발라드,43320,132
154,Sorry,이승환,4009616,2013.01.11,"발라드, 국내드라마",2249,9
155,너는 모른다,김남길,4011520,2013.01.14,"발라드, 국내드라마",2124,8
156,Talkin` Bout Love,제이레빗,4012611,2013.01.15,"발라드, 국내드라마",4642,6
157,나만의 위로,김재중,4013577,2013.01.17,발라드,4356,9
158,모노드라마,"허각,유승우",4019298,2013.02.05,발라드,87518,73
159,눈물,리쌍,4020215,2013.01.25,랩/힙합,100701,104
160,놀아도,"케이윌,차쿤",4017089,2013.01.22,랩/힙합,6046,4
161,Sweet Dream,MFBTY,4016338,2013.01.21,랩/힙합,5560,6
162,돌스,나인뮤지스,4019328,2013.01.24,댄스,46057,351
163,다시 사랑 할 수 있을까,포맨,2544957,2010.01.18,발라드,64540,63
164,돈암동 멜로디,"스컬,하하",4016242,2013.01.21,랩/힙합,3596,14
165,예술이야,싸이,2979494,2010.10.20,랩/힙합,59847,145
166,신촌을 못가,포스트맨,4016085,2013.01.21,발라드,109402,76
167,지우개,소지섭,4013160,2013.01.23,랩/힙합,2214,7
168,미니마니모,타이니지,4016294,2013.01.21,댄스,4510,31
169,내가 이렇지,지아,3561276,2011.09.30,발라드,17416,34
170,I`m Not OK,문희준,4015105,2013.01.18,댄스,2318,13
171,연애해볼까,박혜경,4018465,2013.01.23,록/메탈,1945,5
172,너에게 가는 길,준호,4017891,2013.01.23,"발라드, 국내드라마",4106,27
173,맘이 너무 아프다,신재,4017070,2013.01.22,발라드,1068,4
174,천국의 문,에릭남,4018305,2013.01.23,발라드,31845,92
175,Y,프리스타일,531840,2004.07.13,랩/힙합,78013,320
176,BizzyTigerYoonmirae,MFBTY,5632941,2015.03.19,랩/힙합,424,0
177,지하철에서,모세,4014264,2013.01.17,발라드,588,1
178,You And Me,앤디,4016298,2013.01.21,발라드,1478,2
179,있다 없으니까,씨스타19,4024692,2013.01.31,댄스,56160,61
180,안녕 나야,포맨,4021445,2013.01.28,발라드,45732,30
181,그런 너,보아,4021392,2013.01.28,발라드,26919,49
182,얼음꽃,에일리,4021279,2013.01.28,"발라드, 국내드라마",38800,32
183,지우개,알리,4023744,2013.01.30,발라드,63068,44
184,나도 여자인데,씨스타19,4024693,2013.01.31,댄스,11140,24
185,너였으면 좋겠어,이정,4052121,2013.03.08,발라드,2986,4
186,기억을 걷다보면,디셈버,4025363,2013.02.01,발라드,11534,11
187,내 세상,포맨,4021446,2013.01.28,발라드,2155,1
188,Sweetest Name,클래지콰이,4022595,2013.02.05,일렉트로니카,3631,4
189,그 때 그 시절,포맨,4021449,2013.01.28,발라드,2429,6
190,Nothing Like Us,JustinBieber,4021975,2013.01.01,POP,23408,17
191,But I,포맨,4021447,2013.01.28,발라드,1743,2
192,울고 불러,나몰라패밀리N,4022487,2013.01.29,랩/힙합,667,1
193,내사랑 내곁에,한동근,4021187,2013.01.26,발라드,3430,6
194,매일 Love You Love You,란,4110709,2013.05.10,발라드,53,0
195,Baby,JustinBieber,4022558,2013.01.29,발라드,1906,1
196,영화처럼,어쿠스틱콜라보,4021176,2013.01.28,"인디음악, 포크/블루스",19115,10
197,그까짓거,마이네임,4020193,2013.01.25,댄스,1260,5
198,눈물이 흘러 버렸어,"알리,강준",4023745,2013.01.30,발라드,2015,12
199,"그 때의 나, 그 때의 너",포맨,4021448,2013.01.28,발라드,642,0
200,Nothing Gets By Here,RachaelYamagata,4021276,2012.11.20,POP,2746,1
201,너 땜에 못살아,서인국,4026975,2013.02.04,발라드,20859,40
202,1440,허각,4027904,2013.02.05,발라드,48387,33
203,오랜만이죠,라디,4027796,2013.02.05,R&B/Soul,34770,29
204,오예,10cm,4026620,2013.02.04,"인디음악, 포크/블루스",7391,12
205,사랑하고 싶어서,허각,4027922,2013.02.05,발라드,10092,6
206,러브 레시피,클래지콰이,4022596,2013.02.05,일렉트로니카,18524,32
207,Nothing Without You,10cm,4026622,2013.02.04,"인디음악, 포크/블루스",53336,80
208,헤어질걸 알기에,"허각,정은지",4027919,2013.02.05,발라드,13361,11
209,모닝콜,10cm,4026624,2013.02.04,"인디음악, 포크/블루스",7548,11
210,내일 할 일,"윤종신,성시경",4027954,2013.02.05,발라드,65993,81
211,술 한잔하면,허각,4027920,2013.02.05,발라드,8798,13
212,근데 나 졸려,10cm,4026621,2013.02.04,"인디음악, 포크/블루스",6210,14
213,간단한 이야기,허각,4027921,2013.02.05,발라드,2889,3
214,Don`t Let Me Go,10cm,4026623,2013.02.04,"인디음악, 포크/블루스",3598,8
215,그대 위한 날에,장재인,4093810,2013.04.20,"발라드, 국내드라마",258,1
216,아버지,알리,4026530,2013.02.02,발라드,1763,1
217,내가 뭘 어쨌는데,메이다니,4025381,2013.02.01,발라드,1408,0
218,눈물이 되어줄게,허각,4027924,2013.02.05,발라드,3262,6
219,나 좀 만나줘,형돈이와대준이,4031058,2013.02.08,랩/힙합,2085,4
220,노래하고 싶다,허각,4027905,2013.02.05,발라드,1594,3
221,멍청아,간종욱,4025355,2013.02.01,발라드,1465,2
222,새까맣게,박신혜,4026872,2013.02.04,"발라드, 국내드라마",2020,7
223,너 정말 못됐구나,장희영,4029810,2013.02.07,발라드,1964,2
224,I`ll Be There For You,레드애플,4029807,2013.02.07,발라드,3249,5
225,꽃이 핀다,박지헌,4028347,2013.02.06,"발라드, 국내드라마",1309,1
226,백수가,허각,4027923,2013.02.05,발라드,1778,2
227,없다...,솔비,4025382,2013.02.01,발라드,548,0
228,먹지,예성,4092790,2013.04.18,"발라드, 국내드라마",35631,45
229,One Shot,BAP,4030174,2013.02.12,댄스,17724,100
230,Tell Me Tell Me,레인보우,4033065,2013.02.13,댄스,28699,96
231,사랑해 미워해,먼데이키즈,4031877,2013.02.12,"발라드, 국내드라마",2467,6
232,사랑하고 싶어,틴탑,4035276,2013.02.15,댄스,5265,100
233,서쪽 하늘,울랄라세션,3593455,2011.10.31,발라드,59610,258
234,알고있니,김진호,4033435,2013.02.14,발라드,6009,26
235,Up & Down,Exid,4032981,2013.02.13,발라드,119689,1821
236,링마벨,투엑스,4032057,2013.02.12,댄스,6475,70
237,I`ll Be There For You,한별,4031875,2013.02.12,"발라드, 국내드라마",2269,7
238,너를 향한 마음,주비스,4033958,2013.02.14,댄스,2314,4
239,너 없는 하루가,혜령,4030348,2013.02.12,발라드,508,0
240,Good Bye,다소니,4035321,2013.02.15,댄스,6577,16
241,0,BAP,4030177,2013.02.12,댄스,5046,24
242,Coma,BAP,4030176,2013.02.12,발라드,7003,54
243,Mirrors,JustinTimberlake,4033433,2013.02.14,발라드,4380,14
244,Again,베이지,4028139,2013.02.07,발라드,2338,1
245,Punch,BAP,4030173,2013.02.12,댄스,3947,14
246,Dream Girl,샤이니,4037314,2013.02.19,댄스,57021,181
247,라면인건가,AKMU,4036019,2013.02.17,포크/블루스,36735,62
248,겨울사랑,더원,4038857,2013.02.20,"발라드, 국내드라마",57391,46
249,어이없네,"용준형,필독,LE",4035640,2013.02.19,랩/힙합,40581,56
250,이게 사랑이 아니면,버벌진트,4038121,2013.02.21,랩/힙합,41354,48
251,어떤가요,노을,4038859,2013.02.20,"발라드, 국내드라마",22501,36
252,Cosmic Girl,김태우,4038811,2013.02.20,댄스,5712,6
253,방백,샤이니,4037318,2013.02.19,댄스,69954,422
254,봄은 온다,김혜리,4036207,2013.02.18,발라드,1282,2
255,Punch Drunk Love,샤이니,4037316,2013.02.19,댄스,16724,52
256,"Girls, Girls, Girls",샤이니,4037317,2013.02.19,댄스,15314,72
257,아름다워,샤이니,4037319,2013.02.19,댄스,22384,88
258,눈물비,살찐고양이,4036216,2013.02.18,"발라드, 국내드라마",2230,3
259,히치하이킹,샤이니,4037315,2013.02.19,댄스,17277,108
260,Spoiler,샤이니,4037313,2013.02.19,댄스,13592,84
261,귀요미송,하리,4036082,2013.02.18,댄스,13450,38
262,White Day,걸스데이,5413552,2014.10.15,발라드,1567,2
263,다이너마이트,샤이니,4037320,2013.02.19,댄스,11597,35
264,Runaway,샤이니,4037321,2013.02.19,댄스,13249,79
265,헤어진 두사람 Sad Winter,나몰라패밀리JW,4036055,2013.02.18,발라드,1039,1
266,Ugly,유유,4036017,2013.02.17,댄스,1517,1
267,그XX,앤드류최,4036020,2013.02.17,발라드,3329,3
268,시간이 달라서,스탠딩에그,4038239,2013.02.20,"인디음악, 포크/블루스",40333,39
269,Love In Memory,별,4040024,2013.02.21,"발라드, 국내드라마",1310,1
270,통증,스피드,4038841,2013.02.20,댄스,1872,5
271,희맨사항,형돈이와대준이,4041407,2013.02.22,랩/힙합,2930,9
272,없는 번호,소울스타,4041459,2013.02.22,"발라드, R&B/Soul",4818,4
273,So Sick,성수진,4036018,2013.02.17,발라드,1891,3
274,꺼져,형돈이와대준이,4041405,2013.02.22,랩/힙합,5331,19
275,슬픔 활용법,김범수,2286836,2009.09.11,발라드,67,1
276,하늘 아래서,유미,4036009,2013.02.16,발라드,880,2
277,자니,프라이머리,3726617,2012.03.07,랩/힙합,179350,172
278,눈꽃,거미,4044859,2013.02.27,"발라드, 국내드라마",52487,30
279,긴 생머리 그녀,틴탑,4042480,2013.02.25,댄스,31550,120
280,선인장,"우현,심규선",4044829,2013.02.27,"발라드, 랩/힙합, 국내드라마",17928,49
281,사랑도 이별도 아닌 기억,버블시스터즈,4379917,2013.12.30,발라드,599,1
282,사랑해 사랑해,한승희,4043793,2013.02.26,발라드,3699,4
283,사랑오후,어반자카파,4042547,2013.02.25,"발라드, 국내드라마",2618,1
284,가수가 된 이유,신용재,3864961,2012.07.27,발라드,86364,64
285,어이없네,"용준형,필독,LE",4042477,2013.02.25,"발라드, 국내드라마",1244,2
286,You Are Not Alone,신지훈,4042278,2013.02.24,발라드,2577,5
287,만에하나,엠씨더맥스,4042365,2013.02.25,"발라드, 국내드라마",3351,12
288,고해,김태우,4042269,2013.02.23,발라드,812,0
289,니가 아니라서,틴탑,4042481,2013.02.25,발라드,7949,42
290,비상,정동하,4042267,2013.02.23,발라드,2004,2
291,너를 위해,신용재,4042265,2013.02.23,발라드,1510,0
292,떠나지마,나몰라패밀리N,4044844,2013.02.28,랩/힙합,1295,1
293,Only Love,김재중,4043240,2013.02.26,댄스,2882,1
294,그림자 놀이,옥주현,4046308,2013.02.28,발라드,84,0
295,사랑노트,더넛츠,4046285,2013.02.28,록/메탈,3741,5
296,섹시한 남자,스페이스A,4043826,2013.02.26,발라드,666,0
297,아는 오빠,미,4038548,2013.02.21,발라드,834,0
298,거북이,다비치,4047160,2013.03.04,발라드,92392,111
299,어느 봄날,2am,4048381,2013.03.05,발라드,29274,25
300,It`s Over,이하이,4050612,2013.03.28,R&B/Soul,20670,20
301,My Angel,포맨,2544954,2010.01.18,발라드,29331,41
302,뻔한 멜로디,자이언티,4047415,2013.03.06,R&B/Soul,53739,33
303,좋을거야,"애즈원,미스에스",4048369,2013.03.05,발라드,3099,2
304,Special,이하이,4050611,2013.03.28,R&B/Soul,13288,32
305,Just Go,라니아,4052080,2013.03.08,댄스,2744,7
306,짝사랑,이하이,4050613,2013.03.28,R&B/Soul,10709,27
307,너를 읽어보다,2am,4048379,2013.03.05,발라드,4071,8
308,잊지말아요,소향,4049449,2013.03.06,"발라드, 국내드라마",4448,6
309,Sir Duke,방예담,4047032,2013.03.03,R&B/Soul,3486,3
310,Dream,이하이,4050614,2013.03.28,R&B/Soul,4555,9
311,Tears Fallin`,김보아,4049384,2013.03.06,"발라드, 국내드라마",2471,5
312,No Schedule,"윤종신,김연우",4047169,2013.03.04,발라드,4415,8
313,위로,2am,4048380,2013.03.05,발라드,1919,4
314,얼굴보고 얘기해,디유닛,4047163,2013.03.04,댄스,3041,13
315,벚꽃 엔딩,버스커버스커,3753304,2012.03.29,록/메탈,334858,2271
316,오랜만이다,"임정희,헤르쯔아날로그",4052098,2013.03.08,발라드,5354,3
317,그대를 잊고,2am,4048384,2013.03.05,발라드,1281,1
318,그때,2am,4048383,2013.03.05,발라드,1825,5
319,Turn It Up,이하이,4050610,2013.03.28,R&B/Soul,3453,7
320,Sunshine,2am,4048382,2013.03.05,발라드,1362,2
321,나혼자,이천원,4047035,2013.03.03,댄스,1484,0
322,나쁜여자,레이디스코드,4050616,2013.03.07,댄스,24735,50
323,내게로 온다,2am,4048385,2013.03.05,발라드,1222,3
324,Hard To Say I`m Sorry,영지,4050607,2013.03.07,발라드,2211,2
325,추억은 이별보다 더 아름답다,테이,4050771,2013.03.08,발라드,1600,2
326,피우든 마시든,김범수,2950926,2010.09.29,발라드,10376,16
327,Crescendo,AKMU,4053240,2013.03.10,댄스,73196,102
328,그리고 하나,태연,4056159,2013.03.13,"발라드, 국내드라마",45426,62
329,기대해,걸스데이,4054983,2013.03.14,댄스,41555,60
330,마담,자이언티,4054905,2013.03.12,R&B/Soul,10778,15
331,해도 해도 너무했어,나비,4418413,2014.01.27,댄스,12767,38
332,너에게 주고 싶은 세 가지,크루셜스타,4498637,2014.03.10,랩/힙합,12053,5
333,You’re My Lady,투하트,4498830,2014.03.10,R&B/Soul,10432,19
334,뷰티풀,이천원,4511737,2014.03.14,랩/힙합,3062,2
335,미로,투하트,4498816,2014.03.10,댄스,7019,2
336,안돼,스웨덴세탁소,4495930,2014.03.07,"발라드, 인디음악",10379,5
337,한 사람을 위한 마음,신재,4496413,2014.03.07,국내드라마,2759,0
338,그린라이트,주석,4501266,2014.03.11,랩/힙합,2653,3
339,눈물 자국,김종국,4499149,2014.03.10,"발라드, 국내드라마",1155,2
340,거짓말,이지영,4587185,2014.04.08,"발라드, 국내드라마",101,0
341,Intro,투하트,4498813,2014.03.10,댄스,6587,4
342,내 얘기야,박수진,4495944,2014.03.07,국내드라마,1839,2
343,나 요즘,바닐라어쿠스틱,4511752,2014.03.14,"인디음악, 포크/블루스",13157,9
344,오늘 뭐해,포미닛,4516940,2014.03.17,댄스,15659,15
345,흔한 노래,임창정,4512170,2014.03.20,발라드,63468,40
346,감아,로꼬,4527879,2014.03.19,랩/힙합,134416,156
347,나 때문에,알리,4526104,2014.03.19,발라드,4836,8
348,날 부르네요,거미,4528286,2014.03.19,"발라드, R&B/Soul, 국내드라마",2876,4
349,24시간이 모자라,권진아,4517480,2014.03.16,포크/블루스,6382,9
350,A Tempo,가인,4536191,2014.03.21,발라드,4829,8
351,고마워 내사랑,홍대광,4536624,2014.03.21,댄스,17169,19
352,그린라이트,트로이,4511982,2014.03.14,랩/힙합,7444,4
353,그런 남자,브로,4517484,2014.03.16,발라드,6503,7
354,우리 사이,엠블랙,4516446,2014.03.24,댄스,2356,16
355,바보,임창정,4532134,2014.03.20,발라드,5251,15
356,마지막 악수,임창정,4532138,2014.03.20,발라드,3123,6
357,너에게 갈 수만 있다면,송지은,4518709,2014.03.17,"발라드, 국내드라마",1783,1
358,보내야 했을까,임창정,4532132,2014.03.20,발라드,2763,5
359,어느 하루가,임창정,4532133,2014.03.20,발라드,4979,18
360,죽어라 잊어도,임창정,4532135,2014.03.20,발라드,4347,11
361,앙큼한 상상,써니힐,4528288,2014.03.19,"발라드, 국내드라마",1753,1
362,내게기대,스탠딩에그,4534771,2014.03.21,"인디음악, 록/메탈",27681,16
363,내게만 일어나는 일,이승환,4518045,2014.03.26,발라드,5153,30
364,심장이 뛴다,백퍼센트,4518016,2014.03.17,댄스,2645,18
365,우리가 헤어질 때,임창정,4532139,2014.03.20,발라드,1881,3
366,무례하게,로꼬,5476554,2014.11.28,랩/힙합,10826,12
367,꽃송이가,버스커버스커,3753309,2012.03.29,록/메탈,97856,152
368,토로,임창정,4532136,2014.03.20,발라드,2765,8
369,The Light,나윤권,4532814,2014.03.20,"발라드, 국내드라마",1455,1
370,뱅뱅사거리,일렉트로보이즈,4522290,2014.03.18,랩/힙합,1153,6
371,아름다운 시절,서영은,4517475,2014.03.15,"발라드, 국내드라마",1647,0
372,"Good Bye Sadness, Hello Happiness",윤미래,1575520,2007.02.23,R&B/Soul,34639,56
373,들어와,포미닛,4535827,2014.03.21,발라드,2569,2
374,야생화,박효신,4543502,2014.03.28,발라드,316047,610
375,그 중에 그대를 만나,이선희,4544242,2014.03.25,발라드,124264,151
376,사이드미러걸,루이,4532820,2014.03.24,랩/힙합,31049,44
377,남자답게,엠블랙,4540029,2014.03.24,댄스,4770,28
378,유나야,조성모,4534305,2014.03.24,발라드,2698,3
379,Fallin`,스윙스,4536185,2014.03.26,랩/힙합,9488,13
380,Your Love,투빅,4594682,2014.04.10,R&B/Soul,737,1
381,너에게만 반응해,이승환,4549611,2014.03.26,록/메탈,9698,74
382,별일 없니?,가비엔제이,4544666,2014.03.25,발라드,3052,5
