,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2020,01,2019.12.29,2020.01.04,1,METEOR,창모 (CHANGMO),Boyhood,,
1,2020,01,2019.12.29,2020.01.04,2,Psycho,레드벨벳(Red Velvet),`The ReVe Festival` Finale,,
2,2020,01,2019.12.29,2020.01.04,3,"아마두 (Feat. 우원재, 김효은, 넉살, Huckleberry P)","염따 (YumDDa), 딥플로우, 팔로알토 (Paloalto), The Quiett, 사이먼 도미닉 (Simon Dominic)",Dingo X DAMOIM (Part 2),,
3,2020,01,2019.12.29,2020.01.04,4,Blueming,아이유 (IU),Love poem,,
4,2020,01,2019.12.29,2020.01.04,5,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,,
5,2020,01,2019.12.29,2020.01.04,6,Square (2017),백예린,Every letter I sent you.,,
6,2020,01,2019.12.29,2020.01.04,7,HIP,마마무 (Mamamoo),reality in BLACK,,
7,2020,01,2019.12.29,2020.01.04,8,"다시는 사랑하지 않고, 이별에 아파하기 싫어",백지영,"다시는 사랑하지 않고, 이별에 아파하기 싫어",,
8,2020,01,2019.12.29,2020.01.04,9,Love poem,아이유 (IU),Love poem,,
9,2020,01,2019.12.29,2020.01.04,10,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,,
10,2020,01,2019.12.29,2020.01.04,11,Into the Unknown,"Idina Menzel, AURORA",Frozen 2 (겨울왕국 2 OST),,
11,2020,01,2019.12.29,2020.01.04,12,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,,
12,2020,01,2019.12.29,2020.01.04,13,나의 오랜 연인에게,다비치,나의 오랜 연인에게,,
13,2020,01,2019.12.29,2020.01.04,14,조금 취했어 (Prod. 2soo),임재현,조금 취했어,,
14,2020,01,2019.12.29,2020.01.04,15,안녕,폴킴,호텔 델루나 OST Part.10,,
15,2020,01,2019.12.29,2020.01.04,16,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),Red Moon : To You My Light,,
16,2020,01,2019.12.29,2020.01.04,17,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어,,
17,2020,01,2019.12.29,2020.01.04,18,헤어진 우리가 지켜야 할 것들,"김나영, 양다일",헤어진 우리가 지켜야 할 것들,,
18,2020,01,2019.12.29,2020.01.04,19,십이월 이십오일의 고백,정승환,십이월 이십오일의 고백,,
19,2020,01,2019.12.29,2020.01.04,20,이 번호로 전화해줘,바이브 (Vibe),이 번호로 전화해줘,,
20,2020,01,2019.12.29,2020.01.04,21,빌었어,창모 (CHANGMO),Boyhood,,
21,2020,01,2019.12.29,2020.01.04,22,새 사랑,송하예,새 사랑,,
22,2020,01,2019.12.29,2020.01.04,23,2002,Anne-Marie,Speak Your Mind (Deluxe),,
23,2020,01,2019.12.29,2020.01.04,24,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,,
24,2020,01,2019.12.29,2020.01.04,25,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3,,
25,2020,01,2019.12.29,2020.01.04,26,시든 꽃에 물을 주듯,HYNN(박혜원),시든 꽃에 물을 주듯,,
26,2020,01,2019.12.29,2020.01.04,27,Show Yourself,"Idina Menzel, Evan Rachel Wood",Frozen 2 (겨울왕국 2 OST),,
27,2020,01,2019.12.29,2020.01.04,28,있어줘요,장덕철,있어줘요,,
28,2020,01,2019.12.29,2020.01.04,29,"인기 (Feat. 송가인, 챈슬러)",MC몽,CHANNEL 8,,
29,2020,01,2019.12.29,2020.01.04,30,시간의 바깥,아이유 (IU),Love poem,,
30,2020,01,2019.12.29,2020.01.04,31,첫 겨울이니까,"성시경, 아이유 (IU)",첫 겨울이니까,,
31,2020,01,2019.12.29,2020.01.04,32,포장마차,황인욱,포장마차,,
32,2020,01,2019.12.29,2020.01.04,33,니 소식,송하예,니 소식,,
33,2020,01,2019.12.29,2020.01.04,34,불티 (Spark),태연 (TAEYEON),Purpose - The 2nd Album,,
34,2020,01,2019.12.29,2020.01.04,35,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면,,
35,2020,01,2019.12.29,2020.01.04,36,다시 만날까 봐,V.O.S,다시 만날까 봐,,
36,2020,01,2019.12.29,2020.01.04,37,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",,
37,2020,01,2019.12.29,2020.01.04,38,Obsession,EXO,OBSESSION - The 6th Album,,
38,2020,01,2019.12.29,2020.01.04,39,이별주,황인욱,이별주,,
39,2020,01,2019.12.29,2020.01.04,40,기억해줘요 내 모든 날과 그때를,거미,호텔 델루나 OST Part.7,,
40,2020,01,2019.12.29,2020.01.04,41,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼,,
41,2020,01,2019.12.29,2020.01.04,42,BAND,"창모, Hash Swan, ASH ISLAND, 김효은",BAND,,
42,2020,01,2019.12.29,2020.01.04,43,너를 만나,폴킴,너를 만나,,
43,2020,01,2019.12.29,2020.01.04,44,워커홀릭,볼빨간사춘기,Two Five,,
44,2020,01,2019.12.29,2020.01.04,45,Santa Tell Me,Ariana Grande,Santa Tell Me,,
45,2020,01,2019.12.29,2020.01.04,46,Senorita,"Shawn Mendes, Camila Cabello",Senorita,,
46,2020,01,2019.12.29,2020.01.04,47,노을,다비치,사랑의 불시착 OST Part 3,,
47,2020,01,2019.12.29,2020.01.04,48,숨겨진 세상 (Into the Unknown End Credit Ver.) (겨울왕국 2),태연 (TAEYEON),겨울왕국 2 (한국어 버전),,
48,2020,01,2019.12.29,2020.01.04,49,그대라는 시,태연 (TAEYEON),호텔 델루나 OST Part.3,,
49,2020,01,2019.12.29,2020.01.04,50,술이 문제야,"장혜진, 윤민수",술이 문제야,,
50,2020,01,2019.12.29,2020.01.04,51,Snowman,Sia,Snowman,,
51,2020,01,2019.12.29,2020.01.04,52,Feel Special,TWICE,Feel Special,,
