,year,week_num,start_date,end_date,rank,music,singer,album
0,2016,01,2015.12.27,2016.01.02,1,또 하루 (Feat. 개코),Gary (개리),또 하루
1,2016,01,2015.12.27,2016.01.02,2,어땠을까,김나영,어땠을까
2,2016,01,2015.12.27,2016.01.02,3,소녀,오혁,응답하라 1988 OST Part 3
3,2016,01,2015.12.27,2016.01.02,4,걱정말아요 그대,이적,응답하라 1988 OST Part 2
4,2016,01,2015.12.27,2016.01.02,5,함께,노을,응답하라 1988 OST Part 7
5,2016,01,2015.12.27,2016.01.02,6,DADDY (Feat. CL of 2NE1),싸이 (Psy),칠집싸이다
6,2016,01,2015.12.27,2016.01.02,7,사랑이 맞을거야,윤미래 (T),사랑이 맞을거야
7,2016,01,2015.12.27,2016.01.02,8,매일 그대와,소진 (걸스데이),응답하라 1988 OST Part 8
8,2016,01,2015.12.27,2016.01.02,9,나팔바지,싸이 (Psy),칠집싸이다
9,2016,01,2015.12.27,2016.01.02,10,청춘 (Feat. 김창완),김필,응답하라 1988 OST Part 1
10,2016,01,2015.12.27,2016.01.02,11,유레카 (Feat. Zion.T),지코 (ZICO),GALLERY
11,2016,01,2015.12.27,2016.01.02,12,혜화동 (혹은 쌍문동),박보람,응답하라 1988 OST Part 4
12,2016,01,2015.12.27,2016.01.02,13,다시 (Feat. 유재석),터보,AGAIN (다시)
13,2016,01,2015.12.27,2016.01.02,14,OOH-AHH하게,TWICE,THE STORY BEGINS
14,2016,01,2015.12.27,2016.01.02,15,네게 줄 수 있는건 오직 사랑뿐,디셈버 (December),응답하라 1988 OST Part 5
15,2016,01,2015.12.27,2016.01.02,16,덤앤더머 (DUMB & DUMBER),iKON,WELCOME BACK
16,2016,01,2015.12.27,2016.01.02,17,Sing For You,EXO,"SING FOR YOU - 겨울 스페셜 앨범, 2015"
17,2016,01,2015.12.27,2016.01.02,18,화이트 (WHITE) (Feat. 박재범),다비치,D-MAKE
18,2016,01,2015.12.27,2016.01.02,19,또 다시 사랑,임창정,또 다시 사랑
19,2016,01,2015.12.27,2016.01.02,20,Boys And Girls (Feat. Babylon),지코 (ZICO),Boys And Girls
20,2016,01,2015.12.27,2016.01.02,21,HOT PINK,EXID,HOT PINK
21,2016,01,2015.12.27,2016.01.02,22,우주를 건너,백예린,FRANK
22,2016,01,2015.12.27,2016.01.02,23,못먹는 감 (Sour Grapes),"산이 (San E), 매드 클라운(Mad Clown)",못먹는 감
23,2016,01,2015.12.27,2016.01.02,24,Hello,Adele,Hello
24,2016,01,2015.12.27,2016.01.02,25,오늘부터 우리는 (Me gustas tu),여자친구 (GFRIEND),2nd Mini Album `Flower Bud`
25,2016,01,2015.12.27,2016.01.02,26,스물셋,아이유 (IU),CHAT-SHIRE
26,2016,01,2015.12.27,2016.01.02,27,불공평해 (Unfair),EXO,"SING FOR YOU - 겨울 스페셜 앨범, 2015"
27,2016,01,2015.12.27,2016.01.02,28,Ah-Choo,러블리즈,Lovelyz8
28,2016,01,2015.12.27,2016.01.02,29,호구 (Prod. by Fisherman of wybh) (Feat. 브라더수),기리보이(Giriboy),호구
29,2016,01,2015.12.27,2016.01.02,30,I (Feat. 버벌진트),태연 (TAEYEON),I - The 1st Mini Album
30,2016,01,2015.12.27,2016.01.02,31,취향저격,iKON,WELCOME BACK
31,2016,01,2015.12.27,2016.01.02,32,열두 시가 되면,가인,열두 시가 되면
32,2016,01,2015.12.27,2016.01.02,33,사랑했지만,첸 (CHEN),2015 가요대전 Limited Edition
33,2016,01,2015.12.27,2016.01.02,34,아니라고,iKON,WELCOME BACK
34,2016,01,2015.12.27,2016.01.02,35,No Make Up,자이언티(Zion.T),No Make Up
35,2016,01,2015.12.27,2016.01.02,36,친구라도 될 걸 그랬어,거미,Like Them
36,2016,01,2015.12.27,2016.01.02,37,Dream (Feat. XIA of JYJ),싸이 (Psy),칠집싸이다
37,2016,01,2015.12.27,2016.01.02,38,Dear Santa,소녀시대-태티서 (Girls’ Generation-TTS),Dear Santa - X-Mas Special
38,2016,01,2015.12.27,2016.01.02,39,밤의 멜로디,브라운 아이드 소울 (Brown Eyed Soul),BROWN EYED SOUL 정규 4집 `SOUL COOKE`
39,2016,01,2015.12.27,2016.01.02,40,비처럼 음악처럼,백현 (BAEKHYUN),2015 가요대전 Limited Edition
40,2016,01,2015.12.27,2016.01.02,41,비가 내리면 (Feat. 라비 of 빅스),멜로디데이,비가 내리면
41,2016,01,2015.12.27,2016.01.02,42,왜 또,iKON,WELCOME BACK
42,2016,01,2015.12.27,2016.01.02,43,이별밖에,노을,이별밖에
43,2016,01,2015.12.27,2016.01.02,44,Love Line,"효린, 범키, 주영",Love Line
44,2016,01,2015.12.27,2016.01.02,45,I Remember You (Feat. Zion.T),싸이 (Psy),칠집싸이다
45,2016,01,2015.12.27,2016.01.02,46,바람이나 좀 쐐 (Feat. MIWOO),Gary (개리),2002
46,2016,01,2015.12.27,2016.01.02,47,불꽃,초아 (AOA),불꽃
47,2016,01,2015.12.27,2016.01.02,48,RUN,방탄소년단,화양연화 pt.2
48,2016,01,2015.12.27,2016.01.02,49,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX)",Jelly Christmas 2012 Heart Project
49,2016,01,2015.12.27,2016.01.02,50,안아보자,포맨 (4Men),4MEN 1st Live Album
50,2016,01,2015.12.27,2016.01.02,51,보라빛향기,WABLE (와블),응답하라 1988 OST Part 6
51,2016,01,2015.12.27,2016.01.02,52,겁 (Feat. 태양),MINO (송민호),쇼미더머니 4 Episode 5
52,2016,01,2015.12.27,2016.01.02,53,지못미,iKON,WELCOME BACK
53,2016,01,2015.12.27,2016.01.02,54,Do It For Fun,산이 (San E),Do It For Fun
54,2016,01,2015.12.27,2016.01.02,55,아마도 그건,"크러쉬 (CRUSH), 로꼬(LOCO)",투유 프로젝트 - 슈가맨 Part 3
55,2016,01,2015.12.27,2016.01.02,56,심쿵해 (Heart Attack),AOA,Heart Attack
56,2016,01,2015.12.27,2016.01.02,57,꺼내 먹어요,자이언티(Zion.T),Eat
57,2016,01,2015.12.27,2016.01.02,58,어깨,"소유 (SOYOU), 권정열",어깨
58,2016,01,2015.12.27,2016.01.02,59,그런 사람 (Woman Ver.),린 (LYn),오 마이 비너스 OST Part 7
59,2016,01,2015.12.27,2016.01.02,60,I`m Not The Only One,Sam Smith,In The Lonely Hour
60,2016,01,2015.12.27,2016.01.02,61,북두칠성,로이킴,북두칠성
