,year,week_num,start_date,end_date,rank,music,singer,album
0,2014,01,2013.12.29,2014.01.04,1,금요일에 만나요 (Feat. 장이정),아이유 (IU),Modern Times - Epilogue
1,2014,01,2013.12.29,2014.01.04,2,My Destiny,린 (LYn),별에서 온 그대 OST Part 1
2,2014,01,2013.12.29,2014.01.04,3,너를,브라운 아이드 소울 (Brown Eyed Soul),Thank Your Soul
3,2014,01,2013.12.29,2014.01.04,4,그런 줄 알았어,지아 (Zia),그런 줄 알았어
4,2014,01,2013.12.29,2014.01.04,5,"천국 (feat.이영현,신용재of포맨,임세준,원지of벨라포)",바이브 (Vibe),천국
5,2014,01,2013.12.29,2014.01.04,6,"Dali, Van, Picasso",빈지노 (Beenzino),"Dali, Van, Picasso"
6,2014,01,2013.12.29,2014.01.04,7,겨울 고백,"성시경, 박효신, 서인국, 빅스 (VIXX), 여동생",Jelly Christmas 2013
7,2014,01,2013.12.29,2014.01.04,8,I Love You,"알리 (ALi),임재범",I Love You
8,2014,01,2013.12.29,2014.01.04,9,너에게만,"범키, 버벌진트 (Verbal Jint)",듀스 20주년 헌정앨범 Part 6
9,2014,01,2013.12.29,2014.01.04,10,시작,고아라,응답하라 1994 OST Part 8
10,2014,01,2013.12.29,2014.01.04,11,가슴 시린 이야기 (Feat. 용준형),휘성,가슴 시린 이야기
11,2014,01,2013.12.29,2014.01.04,12,꾸리스마스,크레용팝 (Crayon Pop),꾸리스마스
12,2014,01,2013.12.29,2014.01.04,13,향수,"케이윌 (K.will), 전우성 (노을)",이단옆차기 프로젝트 Vol.04
13,2014,01,2013.12.29,2014.01.04,14,Special Love,"휘성, 거미",Special Love
14,2014,01,2013.12.29,2014.01.04,15,12월의 기적 (Miracles in December),EXO,겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`
15,2014,01,2013.12.29,2014.01.04,16,이별남녀,"서인국, 지아 (Zia)",이별남녀
16,2014,01,2013.12.29,2014.01.04,17,너만을 느끼며,"정우, 유연석, 손호준",응답하라 1994 OST Part 7
17,2014,01,2013.12.29,2014.01.04,18,너 밖에 몰라 (One Way Love),효린,LOVE & HATE
18,2014,01,2013.12.29,2014.01.04,19,결혼까지 생각했어,휘성,RealSlow Is Back
19,2014,01,2013.12.29,2014.01.04,20,날 위한 이별,디아 (DIA),응답하라 1994 OST Part 6
20,2014,01,2013.12.29,2014.01.04,21,너에게,성시경,응답하라 1994 OST Part 2
21,2014,01,2013.12.29,2014.01.04,22,그리워해요,2NE1 (투애니 원),그리워해요
22,2014,01,2013.12.29,2014.01.04,23,행복한 나를,김예림 (투개월),응답하라1994 OST Part 5
23,2014,01,2013.12.29,2014.01.04,24,미슬토우 (Mistletoe),"긱스 (Geeks), 팬텀 (Phantom), 에스나",Wayogayo Vol.1
24,2014,01,2013.12.29,2014.01.04,25,I Do I Do,시크릿 (Secret),Gift From Secret
25,2014,01,2013.12.29,2014.01.04,26,Red Candle,손담비,Red Candle
26,2014,01,2013.12.29,2014.01.04,27,가질 수 없는 너,하이니 (Hi.ni),응답하라 1994 OST Part 4
27,2014,01,2013.12.29,2014.01.04,28,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX)",Jelly Christmas 2012 Heart Project
28,2014,01,2013.12.29,2014.01.04,29,향기만 남아,허각,Reminisce
29,2014,01,2013.12.29,2014.01.04,30,운명,"김성균, 도희",응답하라 1994 감독판 OST
30,2014,01,2013.12.29,2014.01.04,31,코끝에 겨울,어반 자카파 (Urban Zakapa),(03)
31,2014,01,2013.12.29,2014.01.04,32,눈사탕 (Snow Candy),케이윌 (K.will),Starship Planet 2013 (스타쉽플래닛)
32,2014,01,2013.12.29,2014.01.04,33,야상곡 (夜想曲),김윤아,유리가면(琉璃假面)
33,2014,01,2013.12.29,2014.01.04,34,Hush,miss A,Hush
34,2014,01,2013.12.29,2014.01.04,35,편지,다비치,DAVICHI CODE
35,2014,01,2013.12.29,2014.01.04,36,누군가 필요해 (Feat. BrotherSu),라디 (Ra. D),Wish me a merry Christmas
36,2014,01,2013.12.29,2014.01.04,37,All I Want For Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition)
37,2014,01,2013.12.29,2014.01.04,38,Christmas Day,EXO,겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`
38,2014,01,2013.12.29,2014.01.04,39,크레파스 (드라마 `예쁜 남자` 삽입곡),아이유 (IU),Modern Times - Epilogue
39,2014,01,2013.12.29,2014.01.04,40,마음으로만,박정현,상속자들 OST Part 8
40,2014,01,2013.12.29,2014.01.04,41,이별식탁 (Feat. 산체스),산이 (San E),`Not` Based On The True Story
41,2014,01,2013.12.29,2014.01.04,42,첫 눈,EXO,겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`
42,2014,01,2013.12.29,2014.01.04,43,All I Want For Christmas Is You,BOM&HI,All I Want For Christmas Is You
43,2014,01,2013.12.29,2014.01.04,44,불도저 (Bulldozer),스윙스 (Swings),Double Single (Bulldozer)
44,2014,01,2013.12.29,2014.01.04,45,없어 (Feat. 이루펀트),윤하,Subsonic
45,2014,01,2013.12.29,2014.01.04,46,눈물이 맘을 훔쳐서,에일리 (Ailee),비밀 OST Part 5
46,2014,01,2013.12.29,2014.01.04,47,미스 김,자이언티(Zion.T),미러볼
47,2014,01,2013.12.29,2014.01.04,48,With Me,휘성,It`s Real
48,2014,01,2013.12.29,2014.01.04,49,미리 메리 크리스마스 (Feat. 천둥),아이유 (IU),Real
49,2014,01,2013.12.29,2014.01.04,50,내일은 없어,트러블메이커 (Trouble Maker),Chemistry
50,2014,01,2013.12.29,2014.01.04,51,Beautiful Night,카라 (KARA),Kara The Animation
51,2014,01,2013.12.29,2014.01.04,52,내가 사랑한단 말이야,란 (Ran),내가 사랑한단 말이야
52,2014,01,2013.12.29,2014.01.04,53,DOOM DADA,T.O.P,DOOM DADA
53,2014,01,2013.12.29,2014.01.04,54,나도 좀 살자 (Feat. 스컬),미스에스 (Miss $),나도 좀 살자
54,2014,01,2013.12.29,2014.01.04,55,놈 (Feat. 박재범),더블 케이 (Double K),놈
55,2014,01,2013.12.29,2014.01.04,56,거짓말 거짓말 거짓말,이적,고독의 의미
56,2014,01,2013.12.29,2014.01.04,57,It`s YOU,박효신,미래의 선택 OST Part 4
57,2014,01,2013.12.29,2014.01.04,58,Flower,용준형,Flower
58,2014,01,2013.12.29,2014.01.04,59,잊혀진다는 거,노을,흔적
59,2014,01,2013.12.29,2014.01.04,60,사랑합니다,XIA(준수),기황후 OST Part 3
60,2014,01,2013.12.29,2014.01.04,61,"이 시간에 (Feat. 유성은, Young Luffy)",루이,이 시간에
61,2014,01,2013.12.29,2014.01.04,62,링가 링가 (RINGA LINGA),태양,RINGA LINGA
62,2014,01,2013.12.29,2014.01.04,63,나 어떡해,티아라 (T-ara),Again 1977
63,2014,01,2013.12.29,2014.01.04,64,그대와 함께,비원에이포 (B1A4),응답하라 1994 OST Part 3
64,2014,01,2013.12.29,2014.01.04,65,으르렁 (Growl),EXO,XOXO (Kiss & Hug) Repackage
65,2014,01,2013.12.29,2014.01.04,66,해바라기,이해리,불후의 명곡2 – 전설을 노래하다 (박상민편)
66,2014,01,2013.12.29,2014.01.04,67,Lonely,효린,LOVE & HATE
67,2014,01,2013.12.29,2014.01.04,68,괜찮다,윤하,Subsonic
68,2014,01,2013.12.29,2014.01.04,69,Pillow Talk,Jeff Bernat,Modern Renaissance
69,2014,01,2013.12.29,2014.01.04,70,크리스마스 소원,"박지윤, 김예림, 장재인, 퓨어킴",Mystic Holiday 2013
70,2014,01,2013.12.29,2014.01.04,71,이 세상 마지막 눈도 함께,소울스타 (Soulstar),이 세상 마지막 눈도 함께
