year,week_num,start_date,end_date,rank,music,singer,album
2016,51,2016.12.11,2016.12.17,1,에라 모르겠다,BIGBANG (빅뱅),MADE
2016,51,2016.12.11,2016.12.17,2,LAST DANCE,BIGBANG (빅뱅),MADE
2016,51,2016.12.11,2016.12.17,3,GIRLFRIEND,BIGBANG (빅뱅),MADE
2016,51,2016.12.11,2016.12.17,4,Stay With Me,"찬열 (CHANYEOL), 펀치 (Punch)",도깨비 OST Part 1
2016,51,2016.12.11,2016.12.17,5,저 별,헤이즈 (Heize),저 별
2016,51,2016.12.11,2016.12.17,6,Hush,Lasse Lindh,도깨비 OST Part 3
2016,51,2016.12.11,2016.12.17,7,내 눈에만 보여,10cm,도깨비 OST Part 2
2016,52,2016.12.18,2016.12.24,1,에라 모르겠다,BIGBANG (빅뱅),MADE
2016,51,2016.12.11,2016.12.17,8,GIRLFRIEND,BIGBANG (빅뱅),MADE
2016,52,2016.12.18,2016.12.24,2,Beautiful,크러쉬 (CRUSH),도깨비 OST Part 4
2016,51,2016.12.11,2016.12.17,9,Decalcomanie (데칼코마니),마마무 (Mamamoo),MEMORY
2016,52,2016.12.18,2016.12.24,3,좋다고 말해,볼빨간사춘기,Full Album RED PLANET (Hidden Track)
2016,51,2016.12.11,2016.12.17,10,Hush,Lasse Lindh,도깨비 OST Part 3
2016,52,2016.12.18,2016.12.24,4,Stay With Me,"찬열 (CHANYEOL), 펀치 (Punch)",도깨비 OST Part 1
2016,51,2016.12.11,2016.12.17,11,내 눈에만 보여,10cm,도깨비 OST Part 2
2016,52,2016.12.18,2016.12.24,5,LAST DANCE,BIGBANG (빅뱅),MADE
2016,51,2016.12.11,2016.12.17,12,TT,TWICE,TWICEcoaster : LANE 1
2016,52,2016.12.18,2016.12.24,6,저 별,헤이즈 (Heize),저 별
2016,51,2016.12.11,2016.12.17,13,이 바보야,정승환,목소리
2016,52,2016.12.18,2016.12.24,7,For Life,EXO,"For Life - 겨울 스페셜 앨범, 2016"
2016,51,2016.12.11,2016.12.17,14,우주를 줄게,볼빨간사춘기,Full Album RED PLANET
2016,53,2016.12.25,2016.12.31,1,에라 모르겠다,BIGBANG (빅뱅),MADE
2016,52,2016.12.18,2016.12.24,8,저 별,헤이즈 (Heize),저 별
2016,51,2016.12.11,2016.12.17,15,우주를 줄게,볼빨간사춘기,Full Album RED PLANET
2016,53,2016.12.25,2016.12.31,2,좋다고 말해,볼빨간사춘기,Full Album RED PLANET (Hidden Track)
2016,52,2016.12.18,2016.12.24,9,Decalcomanie (데칼코마니),마마무 (Mamamoo),MEMORY
2016,51,2016.12.11,2016.12.17,16,이 바보야,정승환,목소리
2016,53,2016.12.25,2016.12.31,3,Who are you,샘김,도깨비 OST Part 6
2016,52,2016.12.18,2016.12.24,10,TT,TWICE,TWICEcoaster : LANE 1
2016,51,2016.12.11,2016.12.17,17,나만 안되는 연애,볼빨간사춘기,Full Album RED PLANET
2016,53,2016.12.25,2016.12.31,4,Beautiful,크러쉬 (CRUSH),도깨비 OST Part 4
2016,52,2016.12.18,2016.12.24,11,커플 (2016),젝스키스,2016 Re-ALBUM
2016,51,2016.12.11,2016.12.17,18,불장난,BLACKPINK,SQUARE TWO
2016,53,2016.12.25,2016.12.31,5,이쁘다니까,에디킴,도깨비 OST Part 5
2016,52,2016.12.18,2016.12.24,12,내 눈에만 보여,10cm,도깨비 OST Part 2
2016,51,2016.12.11,2016.12.17,19,나비잠 (Sweet Dream),"희철, 민경훈",나비잠 (Sweet Dream)
2016,53,2016.12.25,2016.12.31,6,Stay With Me,"찬열 (CHANYEOL), 펀치 (Punch)",도깨비 OST Part 1
2016,52,2016.12.18,2016.12.24,13,GIRLFRIEND,BIGBANG (빅뱅),MADE
2016,51,2016.12.11,2016.12.17,20,"BERMUDA TRIANGLE (Feat. Crush, DEAN)",지코 (ZICO),BERMUDA TRIANGLE
2016,53,2016.12.25,2016.12.31,7,LAST DANCE,BIGBANG (빅뱅),MADE
2016,52,2016.12.18,2016.12.24,14,Hush,Lasse Lindh,도깨비 OST Part 3
2016,51,2016.12.11,2016.12.17,21,I Miss You,소유 (SOYOU),도깨비 OST Part 7
2016,53,2016.12.25,2016.12.31,8,저 별,헤이즈 (Heize),저 별
2016,52,2016.12.18,2016.12.24,15,우주를 줄게,볼빨간사춘기,Full Album RED PLANET
2016,51,2016.12.11,2016.12.17,22,꽃길 (Prod. By ZICO),세정,Jelly box 꽃길 (Prod. By 지코(ZICO)) 세정
2016,53,2016.12.25,2016.12.31,9,Decalcomanie (데칼코마니),마마무 (Mamamoo),MEMORY
2016,52,2016.12.18,2016.12.24,16,이 바보야,정승환,목소리
2016,51,2016.12.11,2016.12.17,23,그대라는 사치,한동근,The 3rd Digital Single `그대라는 사치`
2016,53,2016.12.25,2016.12.31,10,TT,TWICE,TWICEcoaster : LANE 1
2016,52,2016.12.18,2016.12.24,17,나만 안되는 연애,볼빨간사춘기,Full Album RED PLANET
2016,51,2016.12.11,2016.12.17,24,너무너무너무,아이오아이 (I.O.I),miss me?
2016,53,2016.12.25,2016.12.31,11,커플 (2016),젝스키스,2016 Re-ALBUM
2016,52,2016.12.18,2016.12.24,18,불장난,BLACKPINK,SQUARE TWO
2016,51,2016.12.11,2016.12.17,25,City Of Stars (From `La La Land` Soundtrack),Ryan Gosling & Emma Stone,La La Land (영화 `라라랜드` OST)
2016,53,2016.12.25,2016.12.31,12,내 눈에만 보여,10cm,도깨비 OST Part 2
2016,52,2016.12.18,2016.12.24,19,나비잠 (Sweet Dream),"희철, 민경훈",나비잠 (Sweet Dream)
2016,51,2016.12.11,2016.12.17,26,이 소설의 끝을 다시 써보려 해,한동근,이 소설의 끝을 다시 써보려 해
2016,53,2016.12.25,2016.12.31,13,GIRLFRIEND,BIGBANG (빅뱅),MADE
2016,52,2016.12.18,2016.12.24,20,"BERMUDA TRIANGLE (Feat. Crush, DEAN)",지코 (ZICO),BERMUDA TRIANGLE
2016,51,2016.12.11,2016.12.17,27,당신의 밤 (Feat. 오혁),황광희 X 개코,무한도전 위대한 유산
2016,53,2016.12.25,2016.12.31,14,Hush,Lasse Lindh,도깨비 OST Part 3
2016,52,2016.12.18,2016.12.24,21,I Miss You,소유 (SOYOU),도깨비 OST Part 7
2016,51,2016.12.11,2016.12.17,28,11:11,태연 (TAEYEON),11:11
2016,53,2016.12.25,2016.12.31,15,우주를 줄게,볼빨간사춘기,Full Album RED PLANET
2016,52,2016.12.18,2016.12.24,22,꽃길 (Prod. By ZICO),세정,Jelly box 꽃길 (Prod. By 지코(ZICO)) 세정
